season,week,celebrity_name,fan_vote_share,mean,std,cv,certainty,ci_low,ci_high,judge_total,eliminated,week_type,regime
1,3,Evander Holyfield,0.058012217397997876,0.05801221739799787,6.938893903907228e-18,1.1961090637688166e-16,0.9999999999999998,0.058012217397997876,0.058012217397997876,13.0,True,single_elim,rank
1,3,Rachel Hunter,0.42865552877716695,0.42865552877716695,0.0,0.0,1.0,0.42865552877716695,0.42865552877716695,26.0,False,single_elim,rank
1,3,Joey McIntyre,0.1576935563815933,0.15459117740174158,0.013522956457738405,0.08747560297439108,0.9195608593561698,0.12511857709315036,0.1576935563815933,22.0,False,single_elim,rank
1,4,John O'Hurley,0.29756138137686305,0.2979331682923746,0.0011153607465344384,0.0037436608784688487,0.9962703018465965,0.29756138137686305,0.30127925053197785,21.0,False,single_elim,rank
1,4,Kelly Monaco,0.4905957788149471,0.4912087518107189,0.0018389189873152965,0.0037436608784688365,0.9962703018465965,0.4905957788149471,0.49672550877266475,26.0,False,single_elim,rank
1,4,Rachel Hunter,0.03136273885667855,0.03015247878225761,0.003630780223262817,0.12041398816601603,0.8925272359700548,0.01926013811246916,0.03136273885667855,25.0,True,single_elim,rank
1,4,Joey McIntyre,0.18048010095151126,0.18070560111464898,0.0006765004894131038,0.003743660878468825,0.9962703018465965,0.18048010095151126,0.18273510258288828,20.0,False,single_elim,rank
1,5,John O'Hurley,0.506480391055654,0.5064803910556539,1.1102230246251565e-16,2.1920355540539795e-16,0.9999999999999998,0.506480391055654,0.506480391055654,27.0,False,no_elim,rank
1,5,Kelly Monaco,0.3071958857184984,0.30115227759386587,0.026343477069634604,0.08747560297439103,0.9195608593561698,0.24373800040985671,0.3071958857184984,23.5,False,no_elim,rank
1,5,Joey McIntyre,0.1863237232258476,0.19236733135048012,0.026343477069634608,0.1369436113954224,0.8795510964458957,0.1863237232258476,0.24978160853448908,22.5,False,no_elim,rank
1,6,John O'Hurley,0.37754066879814546,0.37754066879814546,0.0,0.0,1.0,0.37754066879814546,0.37754066879814546,27.0,False,finals,rank
1,6,Kelly Monaco,0.6224593312018546,0.6224593312018546,0.0,0.0,1.0,0.6224593312018546,0.6224593312018546,27.5,False,finals,rank
2,1,Tatum O'Neal,0.24082934146468057,0.20471711593728772,0.05051419022147442,0.24675118145445518,0.8020846620200542,0.11573531070861835,0.24082934146468057,23.0,False,single_elim,rank
2,1,Tia Carrere,0.03259270713880946,0.03405450199861022,0.007126862389506453,0.20927812686255998,0.8269396243810955,0.025824038413242295,0.05373628952945508,20.0,False,single_elim,rank
2,1,George Hamilton,0.011990186888489704,0.012374925247155655,0.0016962257699794853,0.13706957707638343,0.8794536589143342,0.011962346188185022,0.016073788757462047,18.0,False,single_elim,rank
2,1,Lisa Rinna,0.01976847616272276,0.020013888014597914,0.0033448801583842243,0.16712795414586634,0.8568040860025713,0.015663071055228236,0.026501197425168262,19.0,False,single_elim,rank
2,1,Stacy Keibler,0.08859616355571315,0.10317634725957729,0.048904028387129844,0.4739848781823428,0.6784330116284223,0.05373628952945508,0.2408293414646806,22.0,False,single_elim,rank
2,1,Jerry Rice,0.05373628952945508,0.05508920268867642,0.012821784220070761,0.23274586659984967,0.811197203814759,0.03259270713880946,0.08859616355571315,21.0,False,single_elim,rank
2,1,Giselle Fernandez,0.14607037935673178,0.17955579516029724,0.08265869798089927,0.46035104523976106,0.6847668601735548,0.08859616355571315,0.3966225281291412,23.0,False,single_elim,rank
2,1,Master P,0.007272415963553426,0.007269883027805029,6.029593120429363e-06,0.0008293934162857992,0.9991712939070918,0.007255529725230767,0.007272415963553428,12.0,False,single_elim,rank
2,1,Drew Lachey,0.3970604578815232,0.3813171907317986,0.04692337073393758,0.12305600658571246,0.8904275424697434,0.24053576387236367,0.3970604578815233,24.0,False,single_elim,rank
2,1,Kenny Mayne,0.002083582058320678,0.0024311499341939024,0.0008273770365364318,0.34032332802656434,0.7460886333093657,0.002083582058320678,0.00440070123080884,13.0,True,single_elim,rank
2,2,Tatum O'Neal,0.0034557064394878543,0.003455706439487854,4.336808689942018e-19,1.2549702255914846e-16,0.9999999999999998,0.0034557064394878543,0.0034557064394878543,17.0,True,single_elim,rank
2,2,Tia Carrere,0.03278682982586384,0.05043508677843498,0.02142495087923812,0.4248024985732551,0.7018516608451791,0.03278682982586384,0.08912384372842472,22.0,False,single_elim,rank
2,2,George Hamilton,0.054056343732727094,0.04799181247420838,0.017022658900262527,0.3546992293614831,0.7381712326442635,0.03278682982586384,0.08912384372842472,22.0,False,single_elim,rank
2,2,Lisa Rinna,0.01988621752416704,0.019886217524167037,3.469446951953614e-18,1.744649000111416e-16,0.9999999999999998,0.01988621752416704,0.01988621752416704,20.0,False,single_elim,rank
2,2,Stacy Keibler,0.39942535634419873,0.3994253563441987,5.551115123125783e-17,1.3897753447435606e-16,0.9999999999999998,0.39942535634419873,0.39942535634419873,29.0,False,single_elim,rank
2,2,Jerry Rice,0.08912384372842472,0.08621259800734977,0.030968737784892446,0.3592136010360378,0.7357195360889317,0.04288984893162388,0.14694037688160805,23.0,False,single_elim,rank
2,2,Giselle Fernandez,0.14694037688160805,0.13826789690863056,0.02064463167499668,0.1493089295242478,0.8700880801595672,0.08912384372842472,0.14694037688160805,24.0,False,single_elim,rank
2,2,Master P,0.012061600634121967,0.012061600634121965,1.734723475976807e-18,1.4382199581947009e-16,0.9999999999999998,0.012061600634121967,0.012061600634121967,16.0,False,single_elim,rank
2,2,Drew Lachey,0.24226372488940057,0.24226372488940054,2.7755575615628914e-17,1.145676086186656e-16,0.9999999999999998,0.24226372488940057,0.24226372488940057,27.0,False,single_elim,rank
2,3,Tia Carrere,0.1487343512266795,0.15555583794975558,0.03254183706913703,0.20919714424120825,0.8269950063664078,0.1180100875226832,0.24539892132380678,26.0,False,single_elim,rank
2,3,George Hamilton,0.054716310012267885,0.05475024481480935,3.751633578828481e-05,0.0006852268134175912,0.99931524240085,0.054716310012267885,0.054791720684582275,22.0,False,single_elim,rank
2,3,Lisa Rinna,0.09021194417144844,0.09319401355497713,0.012741970992657102,0.13672520912666072,0.8797200871161238,0.09021194417144844,0.12099526518569888,25.0,False,single_elim,rank
2,3,Stacy Keibler,0.40430188420712815,0.3073592007368634,0.09219695708573374,0.29996485175879106,0.7692515675689594,0.14883172027028596,0.4048590978953172,27.0,False,single_elim,rank
2,3,Jerry Rice,0.03318711960878181,0.03320770210695451,2.2754807895669854e-05,0.0006852268134176148,0.99931524240085,0.03318711960878181,0.033232858493610025,19.0,False,single_elim,rank
2,3,Giselle Fernandez,0.003497896672207445,0.0028798706740908392,0.0006832534488125581,0.23725143457292844,0.808243152569209,0.0021245055652816544,0.0034978966722074454,22.0,True,single_elim,rank
2,3,Master P,0.020129005550276503,0.020141489466471728,1.3801488644593796e-05,0.0006852268134175612,0.99931524240085,0.020129005550276503,0.020156747586265882,14.0,False,single_elim,rank
2,3,Drew Lachey,0.24522148855121018,0.3329116406960775,0.0791492219443771,0.2377484361282344,0.8079186131941894,0.24522148855121018,0.40485909789531727,27.0,False,single_elim,rank
2,4,Tia Carrere,0.09052860387367777,0.0834045578650153,0.014248092017324928,0.17083109583033235,0.8540941588938736,0.054908373830365446,0.09052860387367777,25.0,False,single_elim,rank
2,4,George Hamilton,0.03330361220307945,0.033303612203079445,6.938893903907228e-18,2.0835259135240645e-16,0.9999999999999998,0.03330361220307945,0.03330361220307945,21.0,False,single_elim,rank
2,4,Lisa Rinna,0.14925643481331857,0.20251063804206532,0.048170239259750745,0.23786522883674324,0.8078423859919937,0.14925643481331857,0.2460822588655854,26.0,False,single_elim,rank
2,4,Stacy Keibler,0.2460822588655854,0.19282805563683864,0.04817023925975075,0.24980928786873127,0.8001220743888655,0.14925643481331857,0.2460822588655854,26.0,False,single_elim,rank
2,4,Jerry Rice,0.054908373830365446,0.06203241983902792,0.014248092017324928,0.22968783185144567,0.813214520057808,0.054908373830365446,0.09052860387367777,24.0,False,single_elim,rank
2,4,Master P,0.020199661880347487,0.02019966188034749,3.469446951953614e-18,1.71757674584102e-16,0.9999999999999998,0.020199661880347487,0.020199661880347487,8.0,True,single_elim,rank
2,4,Drew Lachey,0.4057210545336259,0.40572105453362595,5.551115123125783e-17,1.3682097739558422e-16,0.9999999999999998,0.4057210545336259,0.4057210545336259,28.0,False,single_elim,rank
2,5,Tia Carrere,0.033990202807025804,0.03310814490213583,0.0038448012697666215,0.11612856235622523,0.8959541344313691,0.024728594805681042,0.033990202807025804,22.0,True,single_elim,rank
2,5,George Hamilton,0.09239495063597586,0.10083157185517666,0.027922352204801285,0.27692072721930655,0.7831339711883724,0.056040370363354644,0.15233352041882176,24.0,False,single_elim,rank
2,5,Lisa Rinna,0.15233352041882176,0.1374879728210669,0.02604140359044857,0.18940859375634286,0.8407539723938263,0.09239495063597586,0.15379401632236606,25.0,False,single_elim,rank
2,5,Stacy Keibler,0.4140854404196781,0.41446353941731073,0.0016480953213349532,0.0039764542947541065,0.9960392952665934,0.4140854404196781,0.4180554798948214,30.0,False,single_elim,rank
2,5,Jerry Rice,0.056040370363354644,0.06272392701469517,0.022024616928851857,0.35113581016207507,0.7401180491841493,0.056040370363354644,0.12386269977196987,23.0,False,single_elim,rank
2,5,Drew Lachey,0.2511555153551437,0.25138484398961464,0.0009996203425186089,0.003976454294754165,0.9960392952665932,0.2511555153551437,0.25356346601708757,27.0,False,single_elim,rank
2,6,George Hamilton,0.028268300834330937,0.03867867163161438,0.014186944006878352,0.3667898458871199,0.7316413734043703,0.028268300834330937,0.058012217397997876,23.0,True,single_elim,rank
2,6,Lisa Rinna,0.16267283962737586,0.16093009049135196,0.002374966741555297,0.014757754341056079,0.9854568696046683,0.1576935563815933,0.16267283962737586,27.0,False,single_elim,rank
2,6,Stacy Keibler,0.44219062394292824,0.36865680614611834,0.08471613923143065,0.22979675898850252,0.8131424909775267,0.2599927206586828,0.44219062394292824,30.0,False,single_elim,rank
2,6,Jerry Rice,0.09866606473651968,0.09760903395333348,0.001440490144551096,0.014757754341056065,0.9854568696046683,0.09564597678455912,0.09866606473651968,23.0,False,single_elim,rank
2,6,Drew Lachey,0.26820217085884523,0.33412539777758177,0.08424603627991264,0.2521389778815705,0.798633392670076,0.2599927206586828,0.44219062394292824,30.0,False,single_elim,rank
2,7,Lisa Rinna,0.0506773497321757,0.047780158100851136,0.006896695559625913,0.14434225071145293,0.8738644399245825,0.03136273885667855,0.0506773497321757,26.5,True,single_elim,rank
2,7,Stacy Keibler,0.4808133071456376,0.41568091446123034,0.08982456250565463,0.21609017729880012,0.8223074395857852,0.2916280123816566,0.4859491047720251,27.5,False,single_elim,rank
2,7,Jerry Rice,0.1768813307405302,0.1774211462721774,0.001285017994624667,0.00724275556563789,0.9928093247376394,0.1768813307405302,0.18048010095151126,20.5,False,single_elim,rank
2,7,Drew Lachey,0.2916280123816566,0.3591177811657412,0.09139736046260472,0.2545052494084739,0.7971269952608978,0.2916280123816566,0.4905957788149471,27.5,False,single_elim,rank
2,8,Stacy Keibler,0.1863237232258476,0.18632372322584756,2.7755575615628914e-17,1.4896426034802717e-16,0.9999999999999998,0.1863237232258476,0.1863237232258476,28.6665,False,finals,rank
2,8,Jerry Rice,0.3071958857184984,0.30719588571849843,5.551115123125783e-17,1.8070278220498678e-16,0.9999999999999998,0.3071958857184984,0.3071958857184984,26.666600000000003,False,finals,rank
2,8,Drew Lachey,0.506480391055654,0.5064803910556539,1.1102230246251565e-16,2.1920355540539795e-16,0.9999999999999998,0.506480391055654,0.506480391055654,28.9998,False,finals,rank
3,1,Harry Hamlin,0.11359494062585099,0.11407398322446838,0.0017490821282226422,0.015332875023579186,0.9848986717550899,0.11133638517514599,0.11748462913264641,17.0,False,single_elim,percent
3,1,Vivica A. Fox,0.09089306686714689,0.09080235328731358,0.0019448506930409687,0.02141850538704808,0.979030627236451,0.0881114653771765,0.09386598608795615,22.0,False,single_elim,percent
3,1,Monique Coleman,0.10448767267781683,0.1039949560429996,0.0019518496553153173,0.018768695421230535,0.9815770787759922,0.10026478770756415,0.10720305335741914,19.0,False,single_elim,percent
3,1,Joey Lawrence,0.09541715166438354,0.0960458893121295,0.0022777078585741717,0.023714787534238838,0.9768345755839286,0.09254320342370255,0.09991376283213835,21.0,False,single_elim,percent
3,1,Mario Lopez,0.07291257212544441,0.07346700774960029,0.0025059893416101266,0.03411040436206905,0.9670147363200438,0.0687980436926603,0.0773428022084988,26.0,False,single_elim,percent
3,1,Emmitt Smith,0.08187960059707489,0.0819994489729452,0.0019135784121459272,0.023336478916794808,0.9771956933055913,0.07891364254366787,0.08544742054734007,24.0,False,single_elim,percent
3,1,Shanna Moakler,0.10903709409771464,0.10912530828796536,0.0018376053049460742,0.016839405393448317,0.9834394641827117,0.10595454700442866,0.11242595297950227,18.0,False,single_elim,percent
3,1,Willa Ford,0.09089604704947925,0.09040576876501911,0.0022407370007685922,0.02478533207977769,0.9758141229154047,0.08679966937139397,0.09391029235265531,22.0,False,single_elim,percent
3,1,Sara Evans,0.12272541093257013,0.12252261720106024,0.0018942443872647578,0.015460365037389734,0.9847750187307208,0.12050778003374403,0.12710385309252542,15.0,False,single_elim,percent
3,1,Jerry Springer,0.11815544336251793,0.11756166715643986,0.0024034435596525057,0.020444109187854848,0.9799654787520643,0.11312589197340132,0.1215910350111078,16.0,False,single_elim,percent
3,1,Tucker Carlson,1.0000000004590099e-06,1.0000000589687263e-06,7.552199307138759e-14,7.552198861795211e-08,0.999999924478017,9.999999999997537e-07,1.0000002353731708e-06,12.0,True,single_elim,percent
3,2,Harry Hamlin,0.12001686495716596,0.12012954075252731,0.0022408220535588153,0.018653380671578672,0.9816881963722724,0.11684706805872798,0.12343363120411333,21.0,False,single_elim,percent
3,2,Vivica A. Fox,0.10733724650080237,0.10670656702201071,0.002499838858540528,0.02342722597405723,0.9771090455877209,0.10193458474572993,0.11058478924043938,24.0,False,single_elim,percent
3,2,Monique Coleman,0.09890999513704378,0.09892373068108216,0.0019733576052023568,0.01994827319608696,0.9804418775732837,0.09617087312543209,0.1017165269007917,26.0,False,single_elim,percent
3,2,Joey Lawrence,0.08631421710793898,0.0860653150792115,0.0017597464269351276,0.02044663898941773,0.9799630493078337,0.08336961824834065,0.08917238535785948,29.0,False,single_elim,percent
3,2,Mario Lopez,0.12001686495716503,0.11979003113247544,0.0019161292508045324,0.015995732138056554,0.9842561030208313,0.11679093167377293,0.1238439296467388,21.0,False,single_elim,percent
3,2,Emmitt Smith,0.10733696683054934,0.10741978618481687,0.002007117161422167,0.018684799446248207,0.9816579186649245,0.10483335210253562,0.11183546708163337,24.0,False,single_elim,percent
3,2,Shanna Moakler,9.999999999998797e-07,1.000000044712947e-06,7.427371349013045e-14,7.427371016913399e-08,0.9999999257262955,9.999999999997274e-07,1.000000231962501e-06,22.0,True,single_elim,percent
3,2,Willa Ford,0.11155934170619618,0.11174990356304178,0.0017690524343804887,0.01583046050131496,0.9844162376332931,0.10900320420306213,0.11486416886952926,23.0,False,single_elim,percent
3,2,Sara Evans,0.12001677093397091,0.11991092679767094,0.0017505892074483865,0.014599079952089809,0.9856109864077748,0.11671215005847153,0.12297354924685883,21.0,False,single_elim,percent
3,2,Jerry Springer,0.12849073186916748,0.12930319878711852,0.0020185116381376943,0.01561068602379219,0.9846292617450596,0.12630098573010717,0.13233767046271974,19.0,False,single_elim,percent
3,3,Harry Hamlin,1.0000000104621238e-06,1.0000000440479883e-06,4.225207735997765e-14,4.225207549885872e-08,0.9999999577479264,9.999999999998956e-07,1.0000001348022897e-06,22.0,True,single_elim,percent
3,3,Vivica A. Fox,0.1067861760816254,0.10642064397681861,0.0025153472454943087,0.02363589573882133,0.9769098603935124,0.10155147209963511,0.10971943904974259,27.0,False,single_elim,percent
3,3,Monique Coleman,0.10677790841188972,0.1071793724947007,0.0019922343786180612,0.018587852608640376,0.9817513505967737,0.1042620952888912,0.11115471058731888,27.0,False,single_elim,percent
3,3,Joey Lawrence,0.13027574253152804,0.12983797032929784,0.0028620166802125293,0.022042986908635598,0.9784324268245225,0.12462307487381968,0.13403097045058454,22.0,False,single_elim,percent
3,3,Mario Lopez,0.13028499261189916,0.13109761434576223,0.00264469809039275,0.02017350280240428,0.9802254197477311,0.12614839785878215,0.13581482033424486,22.0,False,single_elim,percent
3,3,Emmitt Smith,0.14441845803901468,0.14451018939829305,0.001960988291144605,0.01356989634647706,0.9866117804056818,0.14112345798749262,0.14767585506697545,19.0,False,single_elim,percent
3,3,Willa Ford,0.1302849933278645,0.12986204276888572,0.0018302135906082776,0.014093522260892598,0.986102344654099,0.12626152903154844,0.1334340198495476,22.0,False,single_elim,percent
3,3,Sara Evans,0.11615184681310914,0.1157998837494667,0.0019433995104746215,0.016782396040044136,0.9834946040515603,0.11312643562337953,0.12010702156850478,25.0,False,single_elim,percent
3,3,Jerry Springer,0.1350188821830589,0.13529128293673115,0.0019639957098462313,0.014516794188171697,0.9856909276698685,0.13209319196400812,0.138445790324823,21.0,False,single_elim,percent
3,4,Vivica A. Fox,9.999999999999777e-07,1.0000000283905953e-06,3.40431328524822e-14,3.404313188597742e-08,0.9999999659568692,9.999999999999477e-07,1.0000001096698998e-06,24.0,True,single_elim,percent
3,4,Monique Coleman,0.14706938802484734,0.14638460314290908,0.0019961027794707198,0.01363601592390157,0.986547423621809,0.14346332362597913,0.15000216081409326,24.0,False,single_elim,percent
3,4,Joey Lawrence,0.13229177429042807,0.13262020342021957,0.0023202439936886015,0.017495403670409783,0.9828054224055474,0.12907543307163374,0.1366397203502992,27.0,False,single_elim,percent
3,4,Mario Lopez,0.12246499704703503,0.12319449691664919,0.0026152500597985636,0.02122862729467524,0.9792126594111332,0.11915385414655057,0.12764006387030039,29.0,False,single_elim,percent
3,4,Emmitt Smith,0.14706391990818704,0.14717835666237508,0.0016461608010990543,0.011184802157258231,0.988938913902388,0.14440302863137577,0.150768125055299,24.0,False,single_elim,percent
3,4,Willa Ford,0.12736255970188673,0.12762655277873305,0.0021303353982559804,0.01669194499007864,0.9835821016657691,0.12385393776025685,0.13130774369254083,28.0,False,single_elim,percent
3,4,Sara Evans,0.1668135102684629,0.16587824251660427,0.00253590709574994,0.015287762019157504,0.9849424344594148,0.16029386264505235,0.16869263802664558,20.0,False,single_elim,percent
3,4,Jerry Springer,0.15693285075915298,0.15711654456248142,0.0023732396709380374,0.015104963500481376,0.9851198013569025,0.15270158197769187,0.16112978966831148,22.0,False,single_elim,percent
3,5,Monique Coleman,0.15946185419834175,0.15913255393336576,0.002175815748525164,0.013672976991472482,0.9865114516201732,0.1557890471332412,0.16290345314254656,27.0,False,single_elim,percent
3,5,Joey Lawrence,0.17026568835061573,0.17119216990136546,0.0025193082217924725,0.014716258478667593,0.9854971689320016,0.16721091926232712,0.17508163322874887,25.0,False,single_elim,percent
3,5,Mario Lopez,0.15946185419834077,0.1598484581185587,0.002122025151957494,0.013275230658675481,0.9868986922239815,0.15607395583078626,0.16364816501515908,27.0,False,single_elim,percent
3,5,Emmitt Smith,0.15946185419834139,0.15945720937935617,0.0021127541414267476,0.013249662085835244,0.9869235958504441,0.15605119943053797,0.16358841222325507,27.0,False,single_elim,percent
3,5,Willa Ford,1.0000000178506522e-06,1.0000000142090738e-06,1.8225622514055132e-14,1.822562225508592e-08,0.999999981774378,9.999999999999544e-07,1.0000000517911102e-06,27.0,True,single_elim,percent
3,5,Sara Evans,0.17567027496425527,0.17463063103097123,0.0026172885399847546,0.014987568472569804,0.9852337418327949,0.17013888755585532,0.1792636259615988,24.0,False,single_elim,percent
3,5,Jerry Springer,0.17567747409008722,0.1757379776363685,0.002030258329575151,0.011552758014412216,0.9885791839102004,0.1722941383715699,0.17833293636092354,24.0,False,single_elim,percent
3,6,Monique Coleman,0.2,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,0.9999999999999998,0.2,0.2,23.0,False,no_elim,percent
3,6,Joey Lawrence,0.2,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,0.9999999999999998,0.2,0.2,24.0,False,no_elim,percent
3,6,Mario Lopez,0.2,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,0.9999999999999998,0.2,0.2,28.0,False,no_elim,percent
3,6,Emmitt Smith,0.2,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,0.9999999999999998,0.2,0.2,25.0,False,no_elim,percent
3,6,Jerry Springer,0.2,0.20000000000000004,2.7755575615628914e-17,1.3877787807814454e-16,0.9999999999999998,0.2,0.2,18.0,False,no_elim,percent
3,7,Monique Coleman,0.2569327172887717,0.2568024732054576,0.0027398151757569507,0.010668959459611323,0.9894436656436785,0.25247093187840514,0.26167622773153004,27.0,False,single_elim,percent
3,7,Joey Lawrence,0.24653444614213285,0.2461747805867855,0.0027312266526894747,0.011094664718210722,0.989027076192413,0.24186491989293374,0.25064000743497206,28.5,False,single_elim,percent
3,7,Mario Lopez,0.24999738906958954,0.2503726912819249,0.003249101171893558,0.012977058940645415,0.9871891877253206,0.2446485431860259,0.25504313053530075,28.0,False,single_elim,percent
3,7,Emmitt Smith,0.24653444749950595,0.246649054925832,0.0024127727624339646,0.009782209638546929,0.9903125549795054,0.24282805468030677,0.25072596595609253,28.5,False,single_elim,percent
3,7,Jerry Springer,1.0000000000072385e-06,1.0000000000100538e-06,1.3761081749625839e-17,1.3761081749487488e-11,0.999999999986239,1e-06,1.0000000000394406e-06,23.0,True,single_elim,percent
3,8,Monique Coleman,0.000315930728169975,0.0003662946930323537,0.0001748957965650492,0.4774729197335141,0.6768313561918725,0.00015013889720876685,0.0007673648819933465,26.5,True,single_elim,percent
3,8,Joey Lawrence,0.33733814197928697,0.33690177527977816,0.0018652145124265457,0.005536374840641872,0.9944941078421761,0.333691356314735,0.34042713429466553,27.0,False,single_elim,percent
3,8,Mario Lopez,0.3250077879266307,0.32438093829780323,0.00285879131919898,0.008813068160541603,0.9912639234773085,0.31980866842770805,0.3300808276223674,28.5,False,single_elim,percent
3,8,Emmitt Smith,0.3373381393659124,0.3383509917293863,0.0030213110499996976,0.008929517346933468,0.9911495132282239,0.33250303674073584,0.34395303428674473,27.0,False,single_elim,percent
3,9,Joey Lawrence,0.3333333333333333,0.33333333333333326,5.551115123125783e-17,1.6653345369377353e-16,0.9999999999999998,0.3333333333333333,0.3333333333333333,29.5,False,no_elim,percent
3,9,Mario Lopez,0.3333333333333333,0.33333333333333326,5.551115123125783e-17,1.6653345369377353e-16,0.9999999999999998,0.3333333333333333,0.3333333333333333,29.5,False,no_elim,percent
3,9,Emmitt Smith,0.3333333333333333,0.33333333333333326,5.551115123125783e-17,1.6653345369377353e-16,0.9999999999999998,0.3333333333333333,0.3333333333333333,29.5,False,no_elim,percent
3,10,Mario Lopez,0.3333333333333333,0.33333333333333326,5.551115123125783e-17,1.6653345369377353e-16,0.9999999999999998,0.3333333333333333,0.3333333333333333,29.666600000000003,False,finals,percent
3,10,Emmitt Smith,0.6666666666666666,0.6666666666666665,1.1102230246251565e-16,1.6653345369377353e-16,0.9999999999999998,0.6666666666666666,0.6666666666666666,29.666600000000003,False,finals,percent
4,1,John Ratzenberger,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,17.0,False,no_elim,percent
4,1,Ian Ziering,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,21.0,False,no_elim,percent
4,1,Clyde Drexler,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,16.0,False,no_elim,percent
4,1,Laila Ali,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,23.0,False,no_elim,percent
4,1,Apolo Anton Ohno,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,21.0,False,no_elim,percent
4,1,Shandi Finnessey,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,19.0,False,no_elim,percent
4,1,Paulina Porizkova,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,19.0,False,no_elim,percent
4,1,Heather Mills,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,18.0,False,no_elim,percent
4,1,Billy Ray Cyrus,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,13.0,False,no_elim,percent
4,1,Joey Fatone,0.09090909090909091,0.0909090909090909,1.3877787807814457e-17,1.5265566588595905e-16,0.9999999999999998,0.09090909090909091,0.09090909090909091,24.0,False,no_elim,percent
