season,week,celebrity_name,fan_vote_share,fan_rank,mean,std,cv,ci_low,ci_high,ci_width,judge_total,eliminated,week_type,regime
1,2,Trista Sutter,0.04835278538848866,5.42,0.04835278538848866,0.01854654642543994,0.3835672803142916,0.033990202807025804,0.09239495063597586,0.058404747828950054,19.0,True,single_elim,rank
1,3,John O'Hurley,0.19464034285656232,3.03,0.19464034285656232,0.12805643115560814,0.6579130986436165,0.058012217397997876,0.42865552877716695,0.37064331137916906,24.0,False,single_elim,rank
1,3,Kelly Monaco,0.23636025152148943,2.55,0.23636025152148943,0.1297404152651955,0.5489096173114741,0.058012217397997876,0.42865552877716695,0.37064331137916906,21.0,False,single_elim,rank
1,3,Evander Holyfield,0.09747621078580852,4.18,0.09747621078580852,0.05137082000378306,0.5270087905239051,0.058012217397997876,0.2599927206586828,0.2019805032606849,13.0,True,single_elim,rank
1,3,Rachel Hunter,0.23776334169269217,2.62,0.23776334169269217,0.14158083704418117,0.5954695790220962,0.058012217397997876,0.42865552877716695,0.37064331137916906,26.0,False,single_elim,rank
1,3,Joey McIntyre,0.23375985314344752,2.62,0.23375985314344752,0.13557199859751437,0.5799627126576088,0.05801221739799786,0.42865552877716695,0.37064331137916906,22.0,False,single_elim,rank
1,4,John O'Hurley,0.26875610963509206,2.19,0.26875610963509206,0.1025684635339667,0.38164142067343715,0.1674050972784433,0.45505423392341116,0.28764913664496783,21.0,False,single_elim,rank
1,4,Kelly Monaco,0.22912898166841264,2.55,0.22912898166841264,0.10444264238962865,0.45582466950947254,0.1015363240915518,0.45505423392341116,0.3535179098318594,26.0,False,single_elim,rank
1,4,Rachel Hunter,0.10614713821463413,3.93,0.10614713821463413,0.016806220955426464,0.15832947757489804,0.10153632409155178,0.16740509727844333,0.06586877318689155,25.0,True,single_elim,rank
1,4,Joey McIntyre,0.3959677704818617,1.33,0.3959677704818617,0.08419153503407237,0.21262219122115836,0.2760043447065936,0.45505423392341127,0.1790498892168177,20.0,False,single_elim,rank
1,5,John O'Hurley,0.3454536273738957,1.93,0.3454536273738957,0.13474757602799653,0.3900598092233921,0.1863237232258476,0.506480391055654,0.32015666782980645,27.0,False,no_elim,rank
1,5,Kelly Monaco,0.3285965975894424,2.05,0.3285965975894424,0.13887422842735409,0.42262832118123306,0.1863237232258476,0.506480391055654,0.32015666782980645,23.5,False,no_elim,rank
1,5,Joey McIntyre,0.32594977503666167,2.02,0.32594977503666167,0.12086388847252394,0.3708052518884208,0.1863237232258476,0.506480391055654,0.32015666782980645,22.5,False,no_elim,rank
1,6,John O'Hurley,0.3333333333333333,2.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,27.0,False,finals,rank
1,6,Kelly Monaco,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,27.5,False,finals,rank
2,1,Tatum O'Neal,0.08762129839051508,5.99,0.08762129839051508,0.11397919884350524,1.3008161349702365,0.004400701230808839,0.39613850050808724,0.3917377992772784,23.0,False,single_elim,rank
2,1,Tia Carrere,0.09189280179486226,5.39,0.09189280179486226,0.10969531752662785,1.1937313398293599,0.004400701230808839,0.39613850050808724,0.3917377992772784,20.0,False,single_elim,rank
2,1,George Hamilton,0.10328651268062568,4.9,0.10328651268062568,0.10843154599984112,1.0498132145301795,0.005756744765659256,0.39613850050808724,0.390381755742428,18.0,False,single_elim,rank
2,1,Lisa Rinna,0.15988535931969144,4.13,0.15988535931969144,0.14467185595105858,0.9048474261567743,0.004400701230808839,0.39613850050808724,0.3917377992772784,19.0,False,single_elim,rank
2,1,Stacy Keibler,0.12095987364442008,4.99,0.12095987364442008,0.12900936281951805,1.0665467714699008,0.004400701230808839,0.3961385005080873,0.3917377992772785,22.0,False,single_elim,rank
2,1,Jerry Rice,0.1165475379378477,5.1,0.1165475379378477,0.13687942191087796,1.1744514231302567,0.004400701230808839,0.3961385005080873,0.3917377992772785,21.0,False,single_elim,rank
2,1,Giselle Fernandez,0.10973031710744272,5.3,0.10973031710744272,0.11936745980387678,1.0878257061648264,0.004400701230808839,0.39613850050808724,0.3917377992772784,23.0,False,single_elim,rank
2,1,Master P,0.13314533728685152,4.22,0.13314533728685152,0.12484215272649686,0.9376381867865947,0.007255529725230767,0.3961385005080873,0.38888297078285655,12.0,False,single_elim,rank
2,1,Drew Lachey,0.06639362163424842,6.28,0.06639362163424842,0.10173276087547842,1.5322670795499127,0.004400701230808839,0.39613850050808724,0.3917377992772784,24.0,False,single_elim,rank
2,1,Kenny Mayne,0.010537340203495655,8.7,0.010537340203495655,0.010553716837354347,1.0015541430177841,0.004400701230808839,0.03251702826907968,0.02811632703827084,13.0,True,single_elim,rank
2,2,Tatum O'Neal,0.013927502662373819,7.99,0.013927502662373819,0.009789510497131114,0.7028905801819837,0.007287600276738251,0.03266075850925048,0.025373158232512228,17.0,True,single_elim,rank
2,2,Tia Carrere,0.1268494238473547,4.2,0.1268494238473547,0.11204361516638521,0.8832804413277097,0.00953322039988137,0.39788949329093865,0.3883562728910573,22.0,False,single_elim,rank
2,2,George Hamilton,0.10665931516581047,4.72,0.10665931516581047,0.10195725935230994,0.9559151875128551,0.007287600276738252,0.3978894932909386,0.39060189301420034,22.0,False,single_elim,rank
2,2,Lisa Rinna,0.13505561396068455,4.25,0.13505561396068455,0.12951785182000783,0.9589964306245837,0.012015221588618497,0.39788949329093865,0.38587427170232014,20.0,False,single_elim,rank
2,2,Stacy Keibler,0.0979975535294303,4.86,0.0979975535294303,0.0943126476476755,0.9623979798956107,0.007287600276738251,0.39788949329093865,0.3906018930142004,29.0,False,single_elim,rank
2,2,Jerry Rice,0.12678564923872349,5.12,0.12678564923872349,0.14762532537988313,1.1643693600171094,0.007287600276738251,0.39788949329093865,0.3906018930142004,23.0,False,single_elim,rank
2,2,Giselle Fernandez,0.1015140750676339,5.19,0.1015140750676339,0.12116678211907424,1.1935958823344164,0.007287600276738251,0.39788949329093865,0.3906018930142004,24.0,False,single_elim,rank
2,2,Master P,0.19302923284617815,3.27,0.19302923284617815,0.1511754847624099,0.7831740428899792,0.0198097514053307,0.39788949329093865,0.37807974188560795,16.0,False,single_elim,rank
2,2,Drew Lachey,0.09818163368181076,5.4,0.09818163368181076,0.11659320412696308,1.1875256057163237,0.007287600276738251,0.39788949329093865,0.3906018930142004,27.0,False,single_elim,rank
2,3,Tia Carrere,0.15162084731363476,3.89,0.15162084731363476,0.13334782706302334,0.8794821380943674,0.012103426523097705,0.4008104395612045,0.3887070130381068,26.0,False,single_elim,rank
2,3,George Hamilton,0.12597883530645945,4.36,0.12597883530645945,0.1242526976417872,0.9862981923979292,0.012103426523097705,0.40081043956120443,0.38870701303810673,22.0,False,single_elim,rank
2,3,Lisa Rinna,0.12565157505518426,4.46,0.12565157505518426,0.12856914754494925,1.0232195448896018,0.012103426523097705,0.4008104395612045,0.3887070130381068,25.0,False,single_elim,rank
2,3,Stacy Keibler,0.08319700404246853,5.12,0.08319700404246853,0.09279404657679897,1.1153532213479256,0.012103426523097705,0.40081043956120443,0.38870701303810673,27.0,False,single_elim,rank
2,3,Jerry Rice,0.1306019209866794,4.03,0.1306019209866794,0.11903875123781336,0.9114624826904985,0.019955176756987283,0.4008104395612045,0.3808552628042172,19.0,False,single_elim,rank
2,3,Giselle Fernandez,0.017028893755401512,7.47,0.017028893755401512,0.007402510400667351,0.4347029503809666,0.012103426523097705,0.03290052437982574,0.020797097856728036,22.0,True,single_elim,rank
2,3,Master P,0.2051883295390354,2.74,0.2051883295390354,0.11574635208833148,0.5640981253268689,0.05424379436220683,0.4008104395612045,0.34656664519899766,14.0,False,single_elim,rank
2,3,Drew Lachey,0.16073259400113726,3.93,0.16073259400113726,0.1456732211414761,0.9063079082131568,0.012103426523097706,0.4008104395612045,0.3887070130381068,27.0,False,single_elim,rank
2,4,Tia Carrere,0.1608291086300335,3.71,0.1608291086300335,0.13528296809211368,0.8411597201548796,0.020199661880347487,0.4057210545336259,0.3855213926532784,25.0,False,single_elim,rank
2,4,George Hamilton,0.1633938142379455,3.48,0.1633938142379455,0.12757024930789637,0.7807532361295166,0.026424038283645167,0.4057210545336259,0.37929701624998075,21.0,False,single_elim,rank
2,4,Lisa Rinna,0.14444933569415894,4.0,0.14444933569415894,0.13078129222365104,0.905378287166478,0.020199661880347487,0.4057210545336259,0.3855213926532784,26.0,False,single_elim,rank
2,4,Stacy Keibler,0.1693640994963597,3.58,0.1693640994963597,0.13715543343386796,0.8098258943940677,0.020199661880347487,0.4057210545336259,0.3855213926532784,26.0,False,single_elim,rank
2,4,Jerry Rice,0.15720382366899538,3.68,0.15720382366899538,0.12561662553849132,0.7990685119916665,0.020199661880347487,0.4057210545336259,0.3855213926532784,24.0,False,single_elim,rank
2,4,Master P,0.04277607949789149,5.83,0.04277607949789149,0.03344125886967392,0.781774748505057,0.020199661880347483,0.14925643481331857,0.12905677293297108,8.0,True,single_elim,rank
2,4,Drew Lachey,0.16198373877461564,3.72,0.16198373877461564,0.1337432994696196,0.8256588000672358,0.020199661880347487,0.4057210545336259,0.3855213926532784,28.0,False,single_elim,rank
2,5,Tia Carrere,0.06551484756169916,4.98,0.06551484756169916,0.040936825622964766,0.6248480624476362,0.033990202807025804,0.15233352041882178,0.11834331761179598,22.0,True,single_elim,rank
2,5,George Hamilton,0.20994477649652765,2.93,0.20994477649652765,0.1394899922749026,0.66441277814201,0.033990202807025804,0.41408544041967815,0.38009523761265235,24.0,False,single_elim,rank
2,5,Lisa Rinna,0.20237704348724658,3.05,0.20237704348724658,0.13866281222252214,0.6851706585126753,0.03399020280702581,0.41408544041967815,0.38009523761265235,25.0,False,single_elim,rank
2,5,Stacy Keibler,0.16267090988468008,3.52,0.16267090988468008,0.12020726335008781,0.7389598014876084,0.033990202807025804,0.41408544041967815,0.38009523761265235,30.0,False,single_elim,rank
2,5,Jerry Rice,0.19428718080251126,2.99,0.19428718080251126,0.1287552052906097,0.6627056128588125,0.03399020280702581,0.41408544041967815,0.38009523761265235,23.0,False,single_elim,rank
2,5,Drew Lachey,0.1652052417673356,3.53,0.1652052417673356,0.13552898733598484,0.82036735520062,0.03399020280702581,0.41408544041967815,0.38009523761265235,27.0,False,single_elim,rank
2,6,George Hamilton,0.07577150195719153,4.58,0.07577150195719153,0.029116238066028366,0.38426370436805835,0.058012217397997876,0.1576935563815933,0.09968133898359542,23.0,True,single_elim,rank
2,6,Lisa Rinna,0.2496911375917061,2.38,0.2496911375917061,0.12681330113032052,0.5078806652997714,0.07588825310661446,0.42865552877716695,0.3527672756705525,27.0,False,single_elim,rank
2,6,Stacy Keibler,0.19380518530333066,3.03,0.19380518530333066,0.12700945296750896,0.6553459996603693,0.058012217397997876,0.42865552877716695,0.37064331137916906,30.0,False,single_elim,rank
2,6,Jerry Rice,0.2613779954957034,2.21,0.2613779954957034,0.11843765119961254,0.4531278577207034,0.09564597678455912,0.42865552877716695,0.33300955199260784,23.0,False,single_elim,rank
2,6,Drew Lachey,0.21935417965206835,2.8,0.21935417965206835,0.1398292203894131,0.6374586549819076,0.05801221739799786,0.42865552877716695,0.37064331137916906,30.0,False,single_elim,rank
2,7,Lisa Rinna,0.12498223821287635,3.67,0.12498223821287635,0.04186318836394622,0.33495310156909913,0.10153632409155178,0.27600434470659363,0.17446802061504185,26.5,True,single_elim,rank
2,7,Stacy Keibler,0.2638176960317824,2.37,0.2638176960317824,0.1322657277704895,0.5013527511983883,0.10153632409155178,0.45505423392341127,0.3535179098318595,27.5,False,single_elim,rank
2,7,Jerry Rice,0.3588964030795079,1.6,0.3588964030795079,0.11388097861102953,0.3173087765777081,0.1674050972784433,0.45505423392341127,0.28764913664496794,20.5,False,single_elim,rank
2,7,Drew Lachey,0.25230366267583365,2.36,0.25230366267583365,0.1081069668894793,0.4284795777441011,0.1015363240915518,0.45505423392341127,0.3535179098318595,27.5,False,single_elim,rank
2,8,Stacy Keibler,0.18181818181818182,3.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,28.6665,False,finals,rank
2,8,Jerry Rice,0.27272727272727276,2.0,0.27272727272727276,0.0,0.0,0.27272727272727276,0.27272727272727276,0.0,26.666600000000003,False,finals,rank
2,8,Drew Lachey,0.5454545454545455,1.0,0.5454545454545455,0.0,0.0,0.5454545454545455,0.5454545454545455,0.0,28.9998,False,finals,rank
3,1,Harry Hamlin,0.09668480507415148,9.0,0.09668480507415148,0.06132448182663194,0.6342721766483628,0.00920229063868206,0.2290487425547202,0.21984645191603816,17.0,False,single_elim,percent
3,1,Vivica A. Fox,0.09861934040415436,8.0,0.09861934040415436,0.059594602265486,0.6042891988613082,0.014766398311928273,0.2258746860105153,0.21110828769858703,22.0,False,single_elim,percent
3,1,Monique Coleman,0.0952482106418296,2.0,0.0952482106418296,0.05880073052042424,0.6173421008380273,0.009754107690723973,0.21700804711005664,0.20725393941933268,19.0,False,single_elim,percent
3,1,Joey Lawrence,0.08701228479950425,1.0,0.08701228479950425,0.058369518004510124,0.6708192765185355,0.01447291781435622,0.2338889206884929,0.21941600287413668,21.0,False,single_elim,percent
3,1,Mario Lopez,0.08563480658164302,10.0,0.08563480658164302,0.05946768289029865,0.694433550966915,0.01397813838299094,0.22163592874604268,0.20765779036305174,26.0,False,single_elim,percent
3,1,Emmitt Smith,0.09433628889870015,3.0,0.09433628889870015,0.06578519315435549,0.6973476893421359,0.01965159255262078,0.2460503766706344,0.22639878411801362,24.0,False,single_elim,percent
3,1,Shanna Moakler,0.08890520500778587,6.0,0.08890520500778587,0.05060888073616867,0.5692454190371875,0.01077956376746535,0.2015864776444141,0.19080691387694873,18.0,False,single_elim,percent
3,1,Willa Ford,0.09885890615944753,7.0,0.09885890615944753,0.06081230112530005,0.6151423622440539,0.010333161802765214,0.2416389436506985,0.23130578184793327,22.0,False,single_elim,percent
3,1,Sara Evans,0.1053418910260941,4.0,0.1053418910260941,0.05691784308194326,0.5403153719142243,0.017568988159403182,0.2335393334990907,0.2159703453396875,15.0,False,single_elim,percent
3,1,Jerry Springer,0.09558844037934289,5.0,0.09558844037934289,0.06381402435273416,0.6675914371311945,0.01707101167846361,0.221722549293874,0.20465153761541038,16.0,False,single_elim,percent
3,1,Tucker Carlson,0.05376982102734663,11.0,0.05376982102734663,0.037572023876366094,0.6987567205660176,0.0022094430596157665,0.14497531910736627,0.1427658760477505,12.0,True,single_elim,percent
3,2,Harry Hamlin,0.11432993152506672,10.0,0.11432993152506672,0.0637832882791039,0.5578879246449184,0.019820030553106813,0.260943973096438,0.2411239425433312,21.0,False,single_elim,percent
3,2,Vivica A. Fox,0.10828697722391166,1.0,0.10828697722391166,0.06250571515473079,0.5772228267833314,0.020104848728300897,0.2438062699870376,0.2237014212587367,24.0,False,single_elim,percent
3,2,Monique Coleman,0.11236404588453627,4.0,0.11236404588453627,0.08137082449199376,0.7241713644166227,0.016154110725634586,0.3103875444252263,0.2942334336995917,26.0,False,single_elim,percent
3,2,Joey Lawrence,0.11327858292687079,3.0,0.11327858292687079,0.0680134669595005,0.6004088782022198,0.013549218149340021,0.28463442979105347,0.27108521164171345,29.0,False,single_elim,percent
3,2,Mario Lopez,0.09174774030282805,2.0,0.09174774030282805,0.06538279096262206,0.7126365257122637,0.015148764076736102,0.24375752864764325,0.22860876457090715,21.0,False,single_elim,percent
3,2,Emmitt Smith,0.10473359961458563,6.0,0.10473359961458563,0.06444681417307777,0.6153403907504827,0.028719973534239884,0.2584876096143985,0.2297676360801586,24.0,False,single_elim,percent
3,2,Shanna Moakler,0.06717787415750838,5.0,0.06717787415750838,0.04629324259396219,0.6891144309882365,0.011548694486255185,0.1788845199230913,0.16733582543683612,22.0,True,single_elim,percent
3,2,Willa Ford,0.08160195563829324,9.0,0.08160195563829324,0.0510558782337101,0.6256697866096753,0.01060751357348444,0.170837659169013,0.16023014559552856,23.0,False,single_elim,percent
3,2,Sara Evans,0.09064160651505797,8.0,0.09064160651505797,0.0630287873424007,0.6953626452151825,0.013251546850755979,0.25259155912412057,0.2393400122733646,21.0,False,single_elim,percent
3,2,Jerry Springer,0.11583768621134145,7.0,0.11583768621134145,0.06801162383689147,0.5871286452846959,0.011564213540471876,0.28461754829590763,0.27305333475543575,19.0,False,single_elim,percent
3,3,Harry Hamlin,0.050861362881787574,8.0,0.050861362881787574,0.029308345240715537,0.5762398709450681,0.005356091255508332,0.11257048631476006,0.10721439505925173,22.0,True,single_elim,percent
3,3,Vivica A. Fox,0.08541108454024629,7.0,0.08541108454024629,0.05010559842415327,0.5866404651714628,0.008374736199561831,0.1932048828684198,0.18483014666885797,27.0,False,single_elim,percent
3,3,Monique Coleman,0.11490543552483629,6.0,0.11490543552483629,0.08417703523875426,0.7325766164238777,0.011534604856966543,0.3621252565437354,0.35059065168676884,27.0,False,single_elim,percent
3,3,Joey Lawrence,0.12014834503128448,9.0,0.12014834503128448,0.08692458093491105,0.7234771385317853,0.014344889696189625,0.3659500126751554,0.3516051229789658,22.0,False,single_elim,percent
3,3,Mario Lopez,0.11500464381393699,4.0,0.11500464381393699,0.0794772041278099,0.6910782158265381,0.018840891215169533,0.3172513943002716,0.2984105030851021,22.0,False,single_elim,percent
3,3,Emmitt Smith,0.12380394867036776,5.0,0.12380394867036776,0.07733126942548299,0.6246268410139119,0.017530216372123774,0.30254607435137176,0.285015857979248,19.0,False,single_elim,percent
3,3,Willa Ford,0.12553635461046075,3.0,0.12553635461046075,0.0773273301655597,0.6159755900504583,0.02161332586210906,0.31822121198452225,0.2966078861224132,22.0,False,single_elim,percent
3,3,Sara Evans,0.14240543828568952,2.0,0.14240543828568952,0.08752839762174947,0.6146422398889597,0.016499188628152,0.3182049706158939,0.3017057819877419,25.0,False,single_elim,percent
3,3,Jerry Springer,0.12192338664139016,1.0,0.12192338664139016,0.0759815413483487,0.6231908691112066,0.025835288817774707,0.29890349226436264,0.27306820344658794,21.0,False,single_elim,percent
3,4,Vivica A. Fox,0.06909437819116321,4.0,0.06909437819116321,0.05033898480213242,0.7285539872723698,0.00544623357709289,0.20964597116982234,0.20419973759272944,24.0,True,single_elim,percent
3,4,Monique Coleman,0.1291141743615305,7.0,0.1291141743615305,0.08188064477248994,0.6341723913270748,0.02403731406023891,0.28186442916114696,0.25782711510090806,24.0,False,single_elim,percent
3,4,Joey Lawrence,0.11289692298530943,6.0,0.11289692298530943,0.06431561436907557,0.5696843865308545,0.010396421647555668,0.2584883166511223,0.24809189500356665,27.0,False,single_elim,percent
3,4,Mario Lopez,0.1597869987264295,5.0,0.1597869987264295,0.09553379141564972,0.5978821313204863,0.019456368963483846,0.35656527365710083,0.337108904693617,29.0,False,single_elim,percent
3,4,Emmitt Smith,0.13137282256871946,2.0,0.13137282256871946,0.07180077630125735,0.5465420841441163,0.024826104035730125,0.29649172652233075,0.27166562248660064,24.0,False,single_elim,percent
3,4,Willa Ford,0.13231620181704631,8.0,0.13231620181704631,0.08742698383410703,0.6607428460568879,0.012423509299826073,0.3108687477270881,0.29844523842726206,28.0,False,single_elim,percent
3,4,Sara Evans,0.14221069520689228,3.0,0.14221069520689228,0.07794621920766844,0.548103776860521,0.018961806595709257,0.30428328827144535,0.2853214816757361,20.0,False,single_elim,percent
3,4,Jerry Springer,0.12320780614290935,1.0,0.12320780614290935,0.0829606729960283,0.6733394216310277,0.011680438432293683,0.34345321670943935,0.3317727782771457,22.0,False,single_elim,percent
3,5,Monique Coleman,0.1639347292714229,6.0,0.1639347292714229,0.0916344841330003,0.55896931958442,0.040489856267840234,0.37711839655256985,0.3366285402847296,27.0,False,single_elim,percent
3,5,Joey Lawrence,0.162400364452435,1.0,0.162400364452435,0.09836815618450578,0.6057138877465091,0.02828109333699174,0.40654401231924975,0.378262918982258,25.0,False,single_elim,percent
3,5,Mario Lopez,0.14458111843967442,2.0,0.14458111843967442,0.09116712451624791,0.6305603763276377,0.012917300411546172,0.38118742870006816,0.368270128288522,27.0,False,single_elim,percent
3,5,Emmitt Smith,0.13586320572504376,7.0,0.13586320572504376,0.0873761084504752,0.643118259427742,0.019350779970409637,0.3320638809437897,0.31271310097338006,27.0,False,single_elim,percent
3,5,Willa Ford,0.05417389121018297,3.0,0.05417389121018297,0.03512504826901786,0.648375950472206,0.003692107761589761,0.12476347750274394,0.12107136974115418,27.0,True,single_elim,percent
3,5,Sara Evans,0.1872036685134481,4.0,0.1872036685134481,0.08535913641357638,0.45596935704199365,0.036551798021016914,0.36944839156423226,0.3328965935432153,24.0,False,single_elim,percent
3,5,Jerry Springer,0.15184302238779307,5.0,0.15184302238779307,0.08731090443165193,0.5750076822836624,0.03316559499021708,0.3671587324823302,0.3339931374921131,24.0,False,single_elim,percent
3,6,Monique Coleman,0.1829289226775769,3.0,0.1829289226775769,0.15732081960862768,0.8600106381204349,0.009242634559266395,0.5167207153454949,0.5074780807862285,23.0,False,no_elim,percent
3,6,Joey Lawrence,0.20425179515670494,2.0,0.20425179515670494,0.18960163171689737,0.9282740035582299,0.009767461089558713,0.6619974066964384,0.6522299456068796,24.0,False,no_elim,percent
3,6,Mario Lopez,0.21846015739486468,4.0,0.21846015739486468,0.19157375785573758,0.8769276743757766,0.0036929020238528256,0.6815775065581899,0.6778846045343371,28.0,False,no_elim,percent
3,6,Emmitt Smith,0.20178683856488266,5.0,0.20178683856488266,0.16529851055421663,0.8191738948283738,0.004713330186024425,0.6069016936108411,0.6021883634248167,25.0,False,no_elim,percent
3,6,Jerry Springer,0.1925722862059712,1.0,0.1925722862059712,0.15804738631899393,0.8207171932719234,0.007651600716657237,0.5697073197556303,0.562055719038973,18.0,False,no_elim,percent
3,7,Monique Coleman,0.21652091568462115,2.0,0.21652091568462115,0.11349045760645227,0.5241547090043907,0.03403766092516907,0.46322327750005127,0.4291856165748822,27.0,False,single_elim,percent
3,7,Joey Lawrence,0.24597755176155786,3.0,0.24597755176155786,0.14361334515284604,0.5838473635743603,0.05480975013637477,0.5896659006126483,0.5348561504762736,28.5,False,single_elim,percent
3,7,Mario Lopez,0.24261994211240462,1.0,0.24261994211240462,0.11643823619428645,0.4799203030571541,0.06983593588380867,0.47491117737415856,0.4050752414903499,28.0,False,single_elim,percent
3,7,Emmitt Smith,0.1918079394695716,4.0,0.1918079394695716,0.10881628787024131,0.567318996880064,0.034352404274825284,0.4786399508274879,0.4442875465526626,28.5,False,single_elim,percent
3,7,Jerry Springer,0.10307365097184469,5.0,0.10307365097184469,0.06511652962409703,0.6317475799776349,0.012019227791647106,0.2595345841809314,0.2475153563892843,23.0,True,single_elim,percent
3,8,Monique Coleman,0.12064472043887634,2.0,0.12064472043887634,0.07044947309391493,0.5839416161705429,0.01601799411563661,0.29681031482816667,0.2807923207125301,26.5,True,single_elim,percent
3,8,Joey Lawrence,0.3126218822454588,4.0,0.3126218822454588,0.15635214035369774,0.5001317859794691,0.05746080203993061,0.6209749184619867,0.5635141164220561,27.0,False,single_elim,percent
3,8,Mario Lopez,0.27486724786959005,3.0,0.27486724786959005,0.13922749436737827,0.5065263155062465,0.0652284474058081,0.6384543561827628,0.5732259087769547,28.5,False,single_elim,percent
3,8,Emmitt Smith,0.29186614944607453,1.0,0.29186614944607453,0.12244175770329704,0.41951338959219786,0.10206202115433458,0.574520732953661,0.4724587117993264,27.0,False,single_elim,percent
3,9,Joey Lawrence,0.3303878773795278,2.0,0.3303878773795278,0.23202792877956097,0.7022894742678274,0.01358583672550466,0.7864155837997032,0.7728297470741986,29.5,False,no_elim,percent
3,9,Mario Lopez,0.3520623774531619,1.0,0.3520623774531619,0.24614215244631124,0.6991435840347452,0.015181075398291837,0.8394304895969725,0.8242494141986807,29.5,False,no_elim,percent
3,9,Emmitt Smith,0.31754974516731027,3.0,0.31754974516731027,0.2398462406149257,0.7553028909313892,0.01502829335018241,0.8586107043864493,0.8435824110362669,29.5,False,no_elim,percent
3,10,Mario Lopez,0.3333333333333333,2.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,29.666600000000003,False,finals,percent
3,10,Emmitt Smith,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,29.666600000000003,False,finals,percent
4,1,John Ratzenberger,0.0733792117755844,5.0,0.0733792117755844,0.07781260470657247,1.0604175585655644,0.002464132739877356,0.2607783409440015,0.25831420820412415,17.0,False,no_elim,percent
4,1,Ian Ziering,0.09666801687696258,7.0,0.09666801687696258,0.08728184636615487,0.9029030396574229,0.0012470456635516958,0.3273094379154494,0.3260623922518977,21.0,False,no_elim,percent
4,1,Clyde Drexler,0.08078939821822363,11.0,0.08078939821822363,0.07517496230408262,0.9305052874385059,0.004998369400575088,0.23885516678789923,0.23385679738732415,16.0,False,no_elim,percent
4,1,Laila Ali,0.0853267192407314,8.0,0.0853267192407314,0.07840688807255981,0.9189019416000406,0.0018982795416096097,0.3167181857581624,0.3148199062165528,23.0,False,no_elim,percent
4,1,Apolo Anton Ohno,0.10721292591726436,2.0,0.10721292591726436,0.09548985408791892,0.890656170250799,0.003955674255547345,0.3224590669511779,0.31850339269563055,21.0,False,no_elim,percent
4,1,Shandi Finnessey,0.09102013162158759,6.0,0.09102013162158759,0.08102452685667176,0.8901824829754105,0.0015994314629485854,0.284620852064171,0.2830214206012224,19.0,False,no_elim,percent
4,1,Paulina Porizkova,0.10328653723103906,9.0,0.10328653723103906,0.10066821316478736,0.974649898874431,0.0017530112280968362,0.32574335294025814,0.3239903417121613,19.0,False,no_elim,percent
